geneName,protein.coding,abundant
NR4A3,Y,Y
NR5A1,Y,N
NR5A2,Y,N
NR6A1,Y,Y
NRAP,Y,N
NRARP,Y,Y
NRAS,Y,Y
NRAV,N,N
NRBF2,Y,Y
NRBP1,Y,Y
NRBP2,Y,Y
NRCAM,Y,Y
NRD1,Y,Y
NRDE2,Y,Y
NREP,Y,Y
NREP-AS1,N,N
NRF1,Y,Y
NRG1,Y,Y
NRG1-IT1,N,N
NRG1-IT3,N,N
NRG2,Y,Y
NRG3,Y,N
NRG3-AS1,N,N
NRG4,Y,Y
NRGN,Y,Y
NRIP1,Y,Y
NRIP2,Y,Y
NRIP3,Y,Y
NRIR,N,N
NRK,Y,N
NRL,Y,Y
NRM,Y,Y
NRN1,Y,Y
NRN1L,Y,N
NRON,N,N
NRP1,Y,Y
NRP2,Y,Y
NRROS,Y,Y
NRSN1,Y,N
NRSN2,Y,Y
NRSN2-AS1,N,N
NRTN,Y,N
NRXN1,Y,N
NRXN2,Y,Y
NRXN3,Y,N
NSA2,Y,Y
NSD1,Y,Y
NSDHL,Y,Y
NSF,Y,Y
NSFL1C,Y,Y
NSG1,Y,Y
NSL1,Y,Y
NSMAF,Y,Y
NSMCE1,Y,Y
NSMCE2,Y,Y
NSMCE4A,Y,Y
NSMF,Y,Y
NSRP1,Y,Y
NSUN2,Y,Y
NSUN3,Y,Y
NSUN4,Y,Y
NSUN5,Y,Y
NSUN6,Y,Y
NSUN7,Y,Y
NT5C,Y,Y
NT5C1A,Y,N
NT5C1B,Y,Y
NT5C1B-RDH14,N,N
NT5C2,Y,Y
NT5C3A,Y,Y
NT5C3B,Y,Y
NT5DC1,Y,Y
NT5DC2,Y,Y
NT5DC3,Y,Y
NT5DC4,Y,N
NT5E,Y,Y
NT5M,Y,Y
NTAN1,Y,Y
NTF3,Y,N
NTF4,Y,N
NTHL1,Y,Y
NTM,Y,N
NTM-AS1,N,N
NTM-IT,N,N
NTMT1,Y,Y
NTN1,Y,Y
NTN3,Y,Y
NTN4,Y,Y
NTN5,Y,N
NTNG1,Y,N
NTNG2,Y,Y
NTPCR,Y,Y
NTRK1,Y,Y
NTRK2,Y,Y
NTRK3,Y,N
NTRK3-AS1,N,N
NTS,Y,N
NTSR1,Y,Y
NTSR2,Y,N
NUAK1,Y,Y
NUAK2,Y,Y
NUB1,Y,Y
NUBP1,Y,Y
NUBP2,Y,Y
NUBPL,Y,Y
NUCB1,Y,Y
NUCB1-AS1,N,N
NUCB2,Y,Y
NUCKS1,Y,Y
NUDC,Y,Y
NUDCD1,Y,Y
NUDCD2,Y,Y
NUDCD3,Y,Y
NUDT1,Y,Y
NUDT10,Y,Y
NUDT11,Y,Y
NUDT12,Y,Y
NUDT13,Y,Y
NUDT14,Y,Y
NUDT15,Y,Y
NUDT16,Y,Y
NUDT16L1,Y,Y
NUDT17,Y,Y
NUDT18,Y,Y
NUDT19,Y,Y
NUDT2,Y,Y
NUDT21,Y,Y
NUDT22,Y,Y
NUDT3,Y,Y
NUDT4,Y,Y
NUDT5,Y,Y
NUDT6,Y,Y
NUDT7,Y,Y
NUDT8,Y,Y
NUDT9,Y,Y
NUF2,Y,Y
NUFIP1,Y,Y
NUFIP2,Y,Y
NUGGC,Y,Y
NUMA1,Y,Y
NUMB,Y,Y
NUMBL,Y,Y
NUP107,Y,Y
NUP133,Y,Y
NUP153,Y,Y
NUP155,Y,Y
NUP160,Y,Y
NUP188,Y,Y
NUP205,Y,Y
NUP210,Y,Y
NUP210L,Y,Y
NUP214,Y,Y
NUP35,Y,Y
NUP37,Y,Y
NUP43,Y,Y
NUP50,Y,Y
NUP50-AS1,N,N
NUP54,Y,Y
NUP58,Y,Y
NUP62,Y,Y
NUP62CL,Y,Y
NUP85,Y,Y
NUP88,Y,Y
NUP93,Y,Y
NUP98,Y,Y
NUPL2,Y,Y
NUPR1,Y,Y
NUPR1L,Y,N
NUS1,Y,Y
NUSAP1,Y,Y
NUTF2,Y,Y
NUTM1,Y,N
NUTM2A,Y,Y
NUTM2A-AS1,N,N
NUTM2B,Y,Y
NUTM2B-AS1,N,N
NUTM2D,Y,Y
NUTM2E,Y,Y
NUTM2F,Y,Y
NUTM2G,Y,Y
NVL,Y,Y
NWD1,Y,N
NWD2,Y,N
NXF1,Y,Y
NXF2,Y,N
NXF2B,Y,N
NXF3,Y,Y
NXF5,Y,N
NXN,Y,Y
NXNL1,Y,N
NXNL2,Y,N
NXPE1,Y,N
NXPE2,Y,N
NXPE3,Y,Y
NXPE4,Y,N
NXPH1,Y,N
NXPH2,Y,N
NXPH3,Y,Y
NXPH4,Y,Y
NXT1,Y,Y
NXT2,Y,Y
NYAP1,Y,N
NYAP2,Y,N
NYNRIN,Y,Y
NYX,Y,N
OAF,Y,Y
OARD1,Y,Y
OAS1,Y,Y
OAS2,Y,Y
OAS3,Y,Y
OASL,Y,Y
OAT,Y,Y
OAZ1,Y,Y
OAZ2,Y,Y
OAZ3,Y,Y
OBFC1,Y,Y
OBP2A,Y,N
OBP2B,Y,N
OBSCN,Y,Y
OBSL1,Y,Y
OC90,Y,N
OCA2,Y,N
OCEL1,Y,Y
OCIAD1,Y,Y
OCIAD1-AS1,N,N
OCIAD2,Y,Y
OCLM,Y,Y
OCLN,Y,Y
OCM,Y,N
OCM2,Y,N
OCRL,Y,Y
OCSTAMP,Y,Y
ODAM,Y,N
ODC1,Y,Y
ODF1,Y,N
ODF2,Y,Y
ODF2-AS1,N,N
ODF2L,Y,Y
ODF3,Y,Y
ODF3B,Y,Y
ODF3L1,Y,N
ODF3L2,Y,N
ODF4,Y,N
OFCC1,N,N
OFD1,Y,Y
OGDH,Y,Y
OGDHL,Y,N
OGFOD1,Y,Y
OGFOD2,Y,Y
OGFOD3,Y,Y
OGFR,Y,Y
OGFR-AS1,N,N
OGFRL1,Y,Y
OGFRP1,N,N
OGG1,Y,Y
OGN,Y,Y
OGT,Y,Y
OIP5,Y,N
OIP5-AS1,N,N
OIT3,Y,N
OLA1,Y,Y
OLAH,Y,N
OLFM1,Y,Y
OLFM2,Y,Y
OLFM3,Y,N
OLFM4,Y,N
OLFML1,Y,Y
OLFML2A,Y,Y
OLFML2B,Y,Y
OLFML3,Y,Y
OLIG1,Y,Y
OLIG2,Y,Y
OLIG3,Y,N
OLMALINC,N,N
OLR1,Y,Y
OMA1,Y,Y
OMD,Y,Y
OMG,Y,Y
OMP,Y,N
ONECUT1,Y,N
ONECUT2,Y,N
ONECUT3,Y,N
OOEP,Y,N
OOEP-AS1,N,N
OOSP2,Y,N
OPA1,Y,Y
OPA1-AS1,N,N
OPA3,Y,Y
OPALIN,Y,N
OPCML,Y,N
OPCML-IT1,N,N
OPCML-IT2,N,N
OPHN1,Y,Y
OPLAH,Y,Y
OPN1LW,Y,N
OPN1MW,Y,N
OPN1MW2,Y,N
OPN1MW3,Y,N
OPN1SW,Y,N
OPN3,Y,Y
OPN4,Y,N
OPN5,Y,N
OPRD1,Y,Y
OPRK1,Y,N
OPRL1,Y,Y
OPRM1,Y,N
OPTC,Y,N
OPTN,Y,Y
OR10A2,Y,N
OR10A3,Y,N
OR10A4,Y,N
OR10A5,Y,N
OR10A6,Y,N
OR10A7,Y,N
OR10AC1,Y,N
OR10AD1,Y,Y
OR10AG1,Y,N
OR10C1,Y,N
OR10D3,Y,N
OR10G2,Y,N
OR10G3,Y,N
OR10G4,Y,N
OR10G6,Y,N
OR10G7,Y,N
OR10G8,Y,N
OR10G9,Y,N
OR10H1,Y,N
OR10H2,Y,N
OR10H3,Y,N
OR10H4,Y,N
OR10H5,Y,N
OR10J1,Y,N
OR10J3,Y,N
OR10J4,Y,N
OR10J5,Y,N
OR10K1,Y,N
OR10K2,Y,N
OR10P1,Y,N
OR10Q1,Y,N
OR10R2,Y,N
OR10S1,Y,N
OR10T2,Y,N
OR10V1,Y,N
OR10W1,Y,N
OR10X1,Y,N
OR10Z1,Y,N
OR11A1,Y,N
OR11G2,Y,N
OR11H1,Y,N
OR11H12,Y,N
OR11H2,Y,N
OR11H4,Y,N
OR11H6,Y,N
OR11H7,Y,N
OR11L1,Y,N
OR12D1,Y,N
OR12D2,Y,N
OR12D3,Y,N
OR13A1,Y,N
OR13C2,Y,N
OR13C3,Y,N
OR13C4,Y,N
OR13C5,Y,N
OR13C7,Y,N
OR13C8,Y,N
OR13C9,Y,N
OR13D1,Y,N
OR13F1,Y,N
OR13G1,Y,N
OR13H1,Y,N
OR13J1,Y,N
OR14A16,Y,N
OR14A2,Y,N
OR14C36,Y,N
OR14I1,Y,N
OR14J1,Y,N
OR14K1,Y,N
OR1A1,Y,N
OR1A2,Y,N
OR1B1,Y,N
OR1C1,Y,N
OR1D2,Y,N
OR1D5,Y,N
OR1E1,Y,N
OR1E2,Y,N
OR1F1,Y,N
OR1G1,Y,N
OR1I1,Y,N
OR1J1,Y,N
OR1J2,Y,N
OR1J4,Y,N
OR1K1,Y,N
OR1L1,Y,N
OR1L3,Y,N
OR1L4,Y,N
OR1L6,Y,N
OR1L8,Y,N
OR1M1,Y,N
OR1N1,Y,N
OR1N2,Y,N
OR1Q1,Y,N
OR1S1,Y,N
OR1S2,Y,N
OR2A1,Y,Y
OR2A1-AS1,N,N
OR2A12,Y,N
OR2A14,Y,N
OR2A2,Y,N
OR2A25,Y,N
OR2A4,Y,N
OR2A42,Y,N
OR2A5,Y,N
OR2A7,Y,N
OR2AE1,Y,N
OR2AG1,Y,N
OR2AG2,Y,N
OR2AJ1,Y,N
OR2AK2,Y,N
OR2AP1,Y,N
OR2AT4,Y,N
OR2B11,Y,Y
OR2B2,Y,N
OR2B3,Y,N
OR2B6,Y,N
OR2C1,Y,N
OR2C3,Y,N
OR2D2,Y,N
OR2D3,Y,N
OR2F1,Y,N
OR2F2,Y,N
OR2G2,Y,N
OR2G3,Y,N
OR2G6,Y,N
OR2H1,Y,N
OR2H2,Y,N
OR2J1,Y,N
OR2J2,Y,N
OR2J3,Y,N
OR2K2,Y,N
OR2L13,Y,N
OR2L2,Y,N
OR2L3,Y,N
OR2L5,Y,N
OR2L8,Y,N
OR2M2,Y,N
OR2M3,Y,N
OR2M4,Y,N
OR2M5,Y,N
OR2M7,Y,N
OR2S2,Y,N
OR2T1,Y,N
OR2T10,Y,N
OR2T11,Y,N
OR2T12,Y,N
OR2T2,Y,N
OR2T27,Y,N
OR2T29,Y,N
OR2T3,Y,N
OR2T33,Y,N
OR2T34,Y,N
OR2T35,Y,N
OR2T4,Y,N
OR2T5,Y,N
OR2T6,Y,N
OR2T7,Y,N
OR2T8,Y,N
OR2V1,Y,N
OR2V2,Y,N
OR2W1,Y,N
OR2W3,Y,N
OR2Y1,Y,N
OR2Z1,Y,N
OR3A1,Y,N
OR3A2,Y,N
OR3A3,Y,N
OR4A15,Y,N
OR4A16,Y,N
OR4A47,Y,N
OR4A5,Y,N
OR4A8,Y,N
OR4B1,Y,N
OR4C11,Y,N
OR4C12,Y,N
OR4C13,Y,N
OR4C15,Y,N
OR4C16,Y,N
OR4C3,Y,N
OR4C46,Y,N
OR4C5,Y,N
OR4C6,Y,N
OR4D1,Y,N
OR4D10,Y,N
OR4D11,Y,N
OR4D2,Y,N
OR4D5,Y,N
OR4D6,Y,N
OR4D9,Y,N
OR4E2,Y,N
OR4F15,Y,N
OR4F16,Y,N
OR4F17,Y,N
OR4F21,Y,N
OR4F29,Y,N
OR4F3,Y,N
OR4F4,Y,N
OR4F5,Y,N
OR4F6,Y,N
OR4K1,Y,N
OR4K13,Y,N
OR4K14,Y,N
OR4K15,Y,N
OR4K17,Y,N
OR4K2,Y,N
OR4K5,Y,N
OR4L1,Y,N
OR4M1,Y,N
OR4M2,Y,N
OR4N2,Y,N
OR4N4,Y,N
OR4N5,Y,N
OR4P4,Y,N
OR4Q2,Y,N
OR4Q3,Y,N
OR4S1,Y,N
OR4S2,Y,N
OR4X1,Y,N
OR4X2,Y,N
OR51A2,Y,N
OR51A4,Y,N
OR51A7,Y,N
OR51B2,Y,N
OR51B4,Y,N
OR51B5,Y,N
OR51B6,Y,N
OR51D1,Y,N
OR51E1,Y,N
OR51E2,Y,N
OR51F1,Y,N
OR51F2,Y,N
OR51G1,Y,N
OR51G2,Y,N
OR51H1,Y,N
OR51I1,Y,N
OR51I2,Y,N
OR51J1,Y,N
OR51L1,Y,N
OR51M1,Y,N
OR51Q1,Y,N
OR51S1,Y,N
OR51T1,Y,N
OR51V1,Y,N
OR52A1,Y,N
OR52A5,Y,N
OR52B2,Y,N
OR52B4,Y,N
OR52B6,Y,Y
OR52D1,Y,N
OR52E1,Y,N
OR52E2,Y,N
OR52E4,Y,N
OR52E5,Y,N
OR52E6,Y,N
OR52E8,Y,N
OR52H1,Y,N
OR52I1,Y,Y
OR52I2,Y,N
OR52J3,Y,N
OR52K1,Y,N
OR52K2,Y,Y
OR52L1,Y,N
OR52M1,Y,N
OR52N1,Y,N
OR52N2,Y,N
OR52N4,Y,Y
OR52N5,Y,N
OR52R1,Y,N
OR52W1,Y,Y
OR52Z1,Y,N
OR56A1,Y,N
OR56A3,Y,N
OR56A4,Y,N
OR56A5,Y,N
OR56B1,Y,N
OR56B4,Y,N
OR5A1,Y,N
OR5A2,Y,N
OR5AC1,Y,N
OR5AC2,Y,N
OR5AK2,Y,N
OR5AL1,Y,N
OR5AN1,Y,N
OR5AP2,Y,N
OR5AR1,Y,N
OR5AS1,Y,N
OR5AU1,Y,N
OR5B12,Y,N
OR5B17,Y,N
OR5B2,Y,N
OR5B21,Y,Y
OR5B3,Y,N
OR5C1,Y,N
OR5D13,Y,N
OR5D14,Y,N
OR5D16,Y,N
OR5D18,Y,N
OR5F1,Y,N
OR5G3,Y,N
OR5H1,Y,N
OR5H14,Y,N
OR5H15,Y,N
OR5H2,Y,N
OR5H6,Y,N
OR5H8,Y,N
OR5I1,Y,N
OR5J2,Y,N
OR5K1,Y,N
OR5K2,Y,Y
OR5K3,Y,N
OR5K4,Y,N
OR5L1,Y,N
OR5L2,Y,N
OR5M1,Y,N
OR5M10,Y,N
OR5M11,Y,N
OR5M3,Y,N
OR5M8,Y,N
OR5M9,Y,N
OR5P2,Y,N
OR5P3,Y,N
OR5R1,Y,N
OR5T1,Y,N
OR5T2,Y,N
OR5T3,Y,N
OR5V1,Y,N
OR5W2,Y,N
OR6A2,Y,N
OR6B1,Y,N
OR6B2,Y,N
OR6B3,Y,N
OR6C1,Y,N
OR6C2,Y,N
OR6C3,Y,N
OR6C4,Y,N
OR6C6,Y,N
OR6C65,Y,N
OR6C68,Y,N
OR6C70,Y,N
OR6C74,Y,N
OR6C75,Y,N
OR6C76,Y,N
OR6F1,Y,N
OR6J1,Y,N
OR6K2,Y,N
OR6K3,Y,N
OR6K6,Y,N
OR6M1,Y,N
OR6N1,Y,N
OR6N2,Y,N
OR6P1,Y,N
OR6Q1,Y,N
OR6S1,Y,N
OR6T1,Y,N
OR6V1,Y,N
OR6X1,Y,N
OR6Y1,Y,N
OR7A10,Y,N
OR7A17,Y,N
OR7A5,Y,N
OR7C1,Y,N
OR7C2,Y,N
OR7D2,Y,N
OR7D4,Y,N
OR7E24,Y,N
OR7E47P,N,N
OR7G1,Y,N
OR7G2,Y,N
OR7G3,Y,N
OR8A1,Y,N
OR8B12,Y,N
OR8B2,Y,N
OR8B3,Y,N
OR8B4,Y,N
OR8B8,Y,N
OR8D1,Y,N
OR8D2,Y,N
OR8D4,Y,N
OR8G1,Y,N
OR8G5,Y,N
OR8H1,Y,N
OR8H2,Y,N
OR8H3,Y,N
OR8I2,Y,N
OR8J1,Y,N
OR8J2,Y,N
OR8J3,Y,N
OR8K1,Y,N
OR8K3,Y,N
OR8K5,Y,N
OR8S1,Y,N
OR8U1,Y,N
OR8U8,Y,N
OR9A2,Y,N
OR9A4,Y,Y
OR9G1,Y,N
OR9G4,Y,N
OR9G9,Y,N
OR9I1,Y,N
OR9K2,Y,N
OR9Q1,Y,N
OR9Q2,Y,N
ORAI1,Y,Y
ORAI2,Y,Y
ORAI3,Y,Y
ORAOV1,Y,Y
ORC1,Y,Y
ORC2,Y,Y
ORC3,Y,Y
ORC4,Y,Y
ORC5,Y,Y
ORC6,Y,Y
ORM1,Y,N
ORM2,Y,N
ORMDL1,Y,Y
ORMDL2,Y,Y
ORMDL3,Y,Y
OS9,Y,Y
OSBP,Y,Y
OSBP2,Y,Y
OSBPL10,Y,Y
OSBPL10-AS1,N,N
OSBPL11,Y,Y
OSBPL1A,Y,Y
OSBPL2,Y,Y
OSBPL3,Y,Y
OSBPL5,Y,Y
OSBPL6,Y,Y
OSBPL7,Y,Y
OSBPL8,Y,Y
OSBPL9,Y,Y
OSCAR,Y,Y
OSCP1,Y,Y
OSER1,Y,Y
OSER1-AS1,N,N
OSGEP,Y,Y
OSGEPL1,Y,Y
OSGEPL1-AS1,N,N
OSGIN1,Y,Y
OSGIN2,Y,Y
OSM,Y,Y
OSMR,Y,Y
OSMR-AS1,N,N
OSR1,Y,N
OSR2,Y,N
OST4,Y,Y
OSTC,Y,Y
OSTF1,Y,Y
OSTM1,Y,Y
OSTM1-AS1,N,N
OSTN,Y,N
OSTN-AS1,N,N
OTC,Y,N
OTOA,Y,Y
OTOF,Y,Y
OTOG,Y,N
OTOGL,Y,N
OTOL1,Y,N
OTOP1,Y,N
OTOP2,Y,N
OTOP3,Y,N
OTOR,Y,N
OTOS,Y,N
OTP,Y,N
OTUB1,Y,Y
OTUB2,Y,Y
OTUD1,Y,Y
OTUD3,Y,Y
OTUD4,Y,Y
OTUD5,Y,Y
OTUD6A,Y,N
OTUD6B,Y,Y
OTUD6B-AS1,N,N
OTUD7A,Y,Y
OTUD7B,Y,Y
OTULIN,Y,Y
OTX1,Y,N
OTX2,Y,N
OTX2-AS1,N,N
OVAAL,N,N
OVCA2,Y,Y
OVCH1,Y,N
OVCH1-AS1,N,N
OVCH2,Y,N
OVGP1,Y,Y
OVOL1,Y,N
OVOL1-AS1,N,N
OVOL2,Y,N
OVOL3,Y,N
OVOS2,N,N
OXA1L,Y,Y
OXCT1,Y,Y
OXCT1-AS1,N,N
OXCT2,Y,Y
OXER1,Y,Y
OXGR1,Y,N
OXLD1,Y,Y
OXNAD1,Y,Y
OXR1,Y,Y
OXSM,Y,Y
OXSR1,Y,Y
OXT,Y,N
OXTR,Y,Y
P2RX1,Y,Y
P2RX2,Y,N
P2RX3,Y,N
P2RX4,Y,Y
P2RX5,Y,Y
P2RX5-TAX1BP3,N,N
P2RX6,Y,N
P2RX7,Y,Y
P2RY1,Y,Y
P2RY10,Y,Y
P2RY11,Y,Y
P2RY12,Y,Y
P2RY13,Y,Y
P2RY14,Y,Y
P2RY2,Y,Y
P2RY4,Y,N
P2RY6,Y,Y
P2RY8,Y,Y
P3H1,Y,Y
P3H2,Y,Y
P3H2-AS1,N,N
P3H3,Y,Y
P3H4,Y,Y
P4HA1,Y,Y
P4HA2,Y,Y
P4HA2-AS1,N,N
P4HA3,Y,Y
P4HB,Y,Y
P4HTM,Y,Y
PA2G4,Y,Y
PAAF1,Y,Y
PABPC1,Y,Y
PABPC1L,Y,Y
PABPC1L2A,Y,N
PABPC1L2B,Y,N
PABPC1L2B-AS1,N,N
PABPC3,Y,Y
PABPC4,Y,Y
PABPC4L,Y,N
PABPC5,Y,N
PABPC5-AS1,N,N
PABPN1,Y,Y
PABPN1L,Y,N
PACERR,N,N
PACRG,Y,N
PACRG-AS1,N,N
PACRG-AS2,N,N
PACRG-AS3,N,N
PACRGL,Y,Y
PACS1,Y,Y
PACS2,Y,Y
PACSIN1,Y,Y
PACSIN2,Y,Y
PACSIN3,Y,Y
PADI1,Y,N
PADI2,Y,Y
PADI3,Y,N
PADI4,Y,Y
PADI6,Y,N
PAEP,Y,N
PAF1,Y,Y
PAFAH1B1,Y,Y
PAFAH1B2,Y,Y
PAFAH1B3,Y,Y
PAFAH2,Y,Y
PAG1,Y,Y
PAGE1,Y,N
PAGE2,Y,N
PAGE2B,Y,N
PAGE3,Y,N
PAGE4,Y,N
PAGE5,Y,N
PAGR1,Y,Y
PAH,Y,N
PAICS,Y,Y
PAIP1,Y,Y
PAIP2,Y,Y
PAIP2B,Y,Y
PAK1,Y,Y
PAK1IP1,Y,Y
PAK2,Y,Y
PAK3,Y,N
PAK4,Y,Y
PAK6,Y,Y
PAK7,Y,N
PALB2,Y,Y
PALD1,Y,Y
PALLD,Y,Y
PALM,Y,Y
PALM2,N,N
PALM2-AKAP2,Y,N
PALM3,Y,N
PALMD,Y,N
PAM,Y,Y
PAM16,Y,Y
PAMR1,Y,N
PAN2,Y,Y
PAN3,Y,Y
PAN3-AS1,N,N
PANDAR,N,N
PANK1,Y,Y
PANK2,Y,Y
PANK3,Y,Y
PANK4,Y,Y
PANO1,Y,Y
PANX1,Y,Y
PANX2,Y,Y
PANX3,Y,N
PAOX,Y,Y
PAPD4,Y,Y
PAPD5,Y,Y
PAPD7,Y,Y
PAPL,Y,N
PAPLN,Y,Y
PAPOLA,Y,Y
PAPOLB,Y,N
PAPOLG,Y,Y
PAPPA,Y,Y
PAPPA-AS1,N,N
PAPPA-AS2,N,N
PAPPA2,Y,N
PAPSS1,Y,Y
PAPSS2,Y,Y
PAQR3,Y,Y
PAQR4,Y,Y
PAQR5,Y,Y
PAQR6,Y,Y
PAQR7,Y,Y
PAQR8,Y,Y
PAQR9,Y,N
PAQR9-AS1,N,N
PARD3,Y,Y
PARD3-AS1,N,N
PARD3B,Y,Y
PARD6A,Y,Y
PARD6B,Y,Y
PARD6G,Y,Y
PARD6G-AS1,N,N
PARG,Y,Y
PARK2,Y,Y
PARK7,Y,Y
PARL,Y,Y
PARM1,Y,Y
PARN,Y,Y
PARP1,Y,Y
PARP10,Y,Y
PARP11,Y,Y
PARP12,Y,Y
PARP14,Y,Y
PARP15,Y,Y
PARP16,Y,Y
PARP2,Y,Y
PARP3,Y,Y
PARP4,Y,Y
PARP6,Y,Y
PARP8,Y,Y
PARP9,Y,Y
PARPBP,Y,Y
PARS2,Y,Y
PART1,N,N
PART1_1,N,N
PART1_2,N,N
PART1_3,N,N
PARVA,Y,N
PARVB,Y,Y
PARVG,Y,Y
PASD1,Y,N
PASK,Y,Y
PATE1,Y,N
PATE2,Y,N
PATE3,Y,N
PATE4,Y,N
PATL1,Y,Y
PATL2,Y,Y
PATZ1,Y,Y
PAUPAR,N,N
PAWR,Y,Y
PAX1,Y,N
PAX2,Y,N
PAX3,Y,N
PAX4,Y,N
PAX5,Y,Y
PAX6,Y,Y
PAX7,Y,N
PAX8,Y,Y
PAX8-AS1,N,N
PAX9,Y,N
PAXBP1,Y,Y
PAXBP1-AS1,N,N
PAXIP1,Y,Y
PAXIP1-AS1,N,N
PAXIP1-AS2,N,N
PBDC1,Y,Y
PBK,Y,N
PBLD,Y,Y
PBOV1,Y,N
PBRM1,Y,Y
PBX1,Y,Y
PBX2,Y,Y
PBX3,Y,Y
PBX4,Y,Y
PBXIP1,Y,Y
PC,Y,Y
PCA3,N,N
PCA3_1,N,N
PCA3_2,N,N
PCAT1,N,N
PCAT14,N,N
PCAT18,N,N
PCAT19,N,N
PCAT2,N,N
PCAT29,N,N
PCAT4,N,N
PCAT5,N,N
PCAT6,N,N
PCAT7,N,N
PCBD1,Y,Y
PCBD2,Y,Y
PCBP1,Y,Y
PCBP1-AS1,N,N
PCBP2,Y,Y
PCBP2-OT1,N,N
PCBP3,Y,Y
PCBP3-OT1,Y,Y
PCBP4,Y,Y
PCCA,Y,Y
PCCA-AS1,N,N
PCCB,Y,Y
PCDH1,Y,Y
PCDH10,Y,N
PCDH11X,Y,N
PCDH11Y,Y,N
PCDH12,Y,Y
PCDH15,Y,N
PCDH17,Y,N
PCDH18,Y,N
PCDH19,Y,N
PCDH20,Y,N
PCDH7,Y,N
PCDH8,Y,N
PCDH9,Y,Y
PCDH9-AS1,N,N
PCDH9-AS2,N,N
PCDH9-AS3,N,N
PCDH9-AS4,N,N
PCDHA1,N,N
PCDHA10,N,N
PCDHA11,N,N
PCDHA12,N,N
PCDHA13,N,N
PCDHA2,N,N
PCDHA3,N,N
PCDHA4,N,N
PCDHA5,N,N
PCDHA6,N,N
PCDHA7,N,N
PCDHA8,N,N
PCDHA9,N,N
PCDHAC1,N,N
PCDHAC2,N,N
PCDHB1,N,N
PCDHB10,N,N
PCDHB11,N,N
PCDHB12,N,N
PCDHB13,N,N
PCDHB14,N,N
PCDHB15,N,N
PCDHB16,N,N
PCDHB2,N,N
PCDHB3,N,N
PCDHB4,N,N
PCDHB5,N,N
PCDHB6,N,N
PCDHB7,N,N
PCDHB8,N,N
PCDHB9,N,N
PCDHGA1,N,N
PCDHGA10,N,N
PCDHGA11,N,N
PCDHGA12,N,N
PCDHGA2,N,N
PCDHGA3,N,N
PCDHGA4,N,N
PCDHGA5,N,N
PCDHGA6,N,N
PCDHGA7,N,N
PCDHGA8,N,N
PCDHGA9,N,N
PCDHGB1,N,N
PCDHGB2,N,N
PCDHGB3,N,N
PCDHGB4,N,N
PCDHGB5,N,N
PCDHGB6,N,N
PCDHGB7,N,N
PCDHGC3,N,N
PCDHGC4,N,N
PCDHGC5,N,N
PCED1A,Y,Y
PCED1B,Y,Y
PCED1B-AS1,N,N
PCF11,Y,Y
PCGEM1,N,N
PCGF1,Y,Y
PCGF2,Y,Y
PCGF3,Y,Y
PCGF5,Y,Y
PCGF6,Y,Y
PCID2,Y,Y
PCIF1,Y,Y
PCK1,Y,N
PCK2,Y,Y
PCLO,Y,Y
PCM1,Y,Y
PCMT1,Y,Y
PCMTD1,Y,Y
PCMTD2,Y,Y
PCNA,Y,Y
PCNP,Y,Y
PCNT,Y,Y
PCNX,Y,Y
PCNXL2,Y,Y
PCNXL3,Y,Y
PCNXL4,Y,Y
PCOLCE,Y,Y
PCOLCE-AS1,N,N
PCOLCE2,Y,Y
PCP2,Y,Y
PCP4,Y,N
PCP4L1,Y,N
PCSK1,Y,Y
PCSK1N,Y,Y
PCSK2,Y,N
PCSK4,Y,Y
PCSK5,Y,Y
PCSK6,Y,Y
PCSK6-AS1,N,N
PCSK7,Y,Y
PCSK9,Y,N
PCTP,Y,Y
PCYOX1,Y,Y
PCYOX1L,Y,Y
PCYT1A,Y,Y
PCYT1B,Y,Y
PCYT1B-AS1,N,N
PCYT2,Y,Y
PDAP1,Y,Y
PDC,Y,N
PDCD1,Y,Y
PDCD10,Y,Y
PDCD11,Y,Y
PDCD1LG2,Y,Y
PDCD2,Y,Y
PDCD2L,Y,Y
PDCD4,Y,Y
PDCD4-AS1,N,N
PDCD5,Y,Y
PDCD6,Y,Y
PDCD6IP,Y,Y
PDCD7,Y,Y
PDCL,Y,Y
PDCL2,Y,N
PDCL3,Y,Y
PDDC1,Y,Y
PDE10A,Y,N
PDE11A,Y,N
PDE12,Y,Y
PDE1A,Y,N
PDE1B,Y,Y
PDE1C,Y,N
PDE2A,Y,Y
PDE3A,Y,Y
PDE3B,Y,Y
PDE4A,Y,Y
PDE4B,Y,Y
PDE4C,Y,N
PDE4D,Y,Y
PDE4DIP,Y,Y
PDE5A,Y,Y
PDE6A,Y,Y
PDE6B,Y,Y
PDE6C,Y,N
PDE6D,Y,Y
PDE6G,Y,Y
PDE6H,Y,N
PDE7A,Y,Y
PDE7B,Y,Y
PDE8A,Y,Y
PDE8B,Y,Y
PDE9A,Y,Y
PDF,Y,Y
PDGFA,Y,Y
PDGFB,Y,Y
PDGFC,Y,Y
PDGFD,Y,Y
PDGFRA,Y,Y
PDGFRB,Y,Y
PDGFRL,Y,Y
PDHA1,Y,Y
PDHA2,Y,N
PDHB,Y,Y
PDHX,Y,Y
PDIA2,Y,N
PDIA3,Y,Y
PDIA4,Y,Y
PDIA5,Y,Y
PDIA6,Y,Y
PDIK1L,Y,Y
